strain	virus	date	country	continent	division	location	host_type	length	authors	source	lineage	lineage_truncated
OQ594379.1	Influenza B virus	2019-08-26	Australia	Oceania			Homo sapiens	1749	Wang,X., Kim,K.W., Walker,G., Stelzer-Braid,S., Scotch,M., Rawlinson,W.D.	ncbi	A.3.2	A.3
OQ594380.1	Influenza B virus	2019-08-26	Australia	Oceania			Homo sapiens	1749	Wang,X., Kim,K.W., Walker,G., Stelzer-Braid,S., Scotch,M., Rawlinson,W.D.	ncbi	A.3.2	A.3
OQ594378.1	Influenza B virus	2019-08-24	Australia	Oceania			Homo sapiens	1749	Wang,X., Kim,K.W., Walker,G., Stelzer-Braid,S., Scotch,M., Rawlinson,W.D.	ncbi	A.3.2	A.3
OQ594377.1	Influenza B virus	2019-08-21	Australia	Oceania			Homo sapiens	1749	Wang,X., Kim,K.W., Walker,G., Stelzer-Braid,S., Scotch,M., Rawlinson,W.D.	ncbi	A.3.2	A.3
OQ594384.1	Influenza B virus	2019-08-18	Australia	Oceania			Homo sapiens	1749	Wang,X., Kim,K.W., Walker,G., Stelzer-Braid,S., Scotch,M., Rawlinson,W.D.	ncbi	A.3.2	A.3
OQ594388.1	Influenza B virus	2019-08-18	Australia	Oceania			Homo sapiens	1749	Wang,X., Kim,K.W., Walker,G., Stelzer-Braid,S., Scotch,M., Rawlinson,W.D.	ncbi	A.3.2	A.3
OQ594389.1	Influenza B virus	2019-08-18	Australia	Oceania			Homo sapiens	1749	Wang,X., Kim,K.W., Walker,G., Stelzer-Braid,S., Scotch,M., Rawlinson,W.D.	ncbi	A.3.2	A.3
OQ594375.1	Influenza B virus	2019-08-05	Australia	Oceania			Homo sapiens	1749	Wang,X., Kim,K.W., Walker,G., Stelzer-Braid,S., Scotch,M., Rawlinson,W.D.	ncbi	A.3.2	A.3
OQ594376.1	Influenza B virus	2019-08-05	Australia	Oceania			Homo sapiens	1749	Wang,X., Kim,K.W., Walker,G., Stelzer-Braid,S., Scotch,M., Rawlinson,W.D.	ncbi	A.3.2	A.3
OQ061475.1	Influenza B virus	2019-11-25	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061478.1	Influenza B virus	2019-10-16	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ073717.1	Influenza B virus	2019-09-24	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ073782.1	Influenza B virus	2019-08-27	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
MN559746.1	Influenza B virus	2019-04-17	China	Asia			Homo sapiens	1847	Qu,z., Lu,b., Wang,y., Zhu,z.	ncbi	A.3.2	A.3
MN559748.1	Influenza B virus	2019-04-17	China	Asia			Homo sapiens	1847	Qu,z., Lu,b., Wang,y., Zhu,z.	ncbi	A.3.2	A.3
MN559750.1	Influenza B virus	2019-04-10	China	Asia			Homo sapiens	1847	Qu,z., Lu,b., Wang,y., Zhu,z.	ncbi	A.3.2	A.3
MN559752.1	Influenza B virus	2019-04-10	China	Asia			Homo sapiens	1847	Qu,z., Lu,b., Wang,y., Zhu,z.	ncbi	A.3.2	A.3
MK680503.1	Influenza B virus	2019-02-25	China	Asia			Homo sapiens	1847	Wang,F.G.	ncbi	A.3.2	A.3
PP989552.1	Influenza B virus	2019-05-14	China	Asia			Homo sapiens	1758	Huang,Z., Tan,J., Huang,P., Liang,L.	ncbi	A	A
OL545373.1	Influenza B virus	2019-04-10	China	Asia			Homo sapiens	1758	Wan,Y.	ncbi	A	A
OL545374.1	Influenza B virus	2019-03-05	China	Asia			Homo sapiens	1758	Wan,Y.	ncbi	A	A
MN795779.1	Influenza B virus	2019-01-08	China	Asia			Homo sapiens	1758	Qian,X.	ncbi	A	A
MK946983.1	Influenza B virus	2019-03-07	Germany	Europe			Homo sapiens	1749	Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.	ncbi	A.3	A.3
MK946988.1	Influenza B virus	2019-03-16	Germany	Europe			Homo sapiens	1749	Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.	ncbi	A.3	A.3
MN945457.1	Influenza B virus	2019-10-29	India	Asia			Homo sapiens	1823	Potdar,V.A., Saha,U.B.	ncbi	A.3.1	A.3
MN945458.1	Influenza B virus	2019-07-25	India	Asia			Homo sapiens	1823	Potdar,V.A., Saha,U.B.	ncbi	A.3.2	A.3
MN945459.1	Influenza B virus	2019-07-05	India	Asia			Homo sapiens	1824	Potdar,V.A., Saha,U.B.	ncbi	A.3.2	A.3
MN945460.1	Influenza B virus	2019-04-03	India	Asia			Homo sapiens	1824	Potdar,V.A., Saha,U.B.	ncbi	A	A
MN945461.1	Influenza B virus	2019-05-03	India	Asia			Homo sapiens	1823	Potdar,V.A., Saha,U.B.	ncbi	A.3.2	A.3
MN945462.1	Influenza B virus	2019-09-16	India	Asia			Homo sapiens	1824	Potdar,V.A., Saha,U.B.	ncbi	A.3.2	A.3
MN945463.1	Influenza B virus	2019-08-23	India	Asia			Homo sapiens	1823	Potdar,V.A., Saha,U.B.	ncbi	A.3.1	A.3
MN086315.1	Influenza B virus	2019-04-16	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086312.1	Influenza B virus	2019-04-15	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086313.1	Influenza B virus	2019-04-06	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086306.1	Influenza B virus	2019-03-29	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086316.1	Influenza B virus	2019-03-28	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086317.1	Influenza B virus	2019-03-27	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086308.1	Influenza B virus	2019-03-22	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086310.1	Influenza B virus	2019-03-22	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086318.1	Influenza B virus	2019-03-22	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086307.1	Influenza B virus	2019-03-13	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086309.1	Influenza B virus	2019-03-04	Kenya	Africa			Homo sapiens	1847	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
MN086311.1	Influenza B virus	2019-03-19	Kenya	Africa			Homo sapiens	1836	Bulimo,W.D., Opanda,S.M., Majanja,J.M., Wadegu,M.O., n,J.O., Symekher,S.L., Achila,R.A.	ncbi	A.3.2	A.3
PV225796.1	Influenza B virus	2019-09-16	Nicaragua	North America			Homo sapiens	1711	Woodard,K., Thomas,P., Gordon,A., Webby,R., Mukherjee,N.	ncbi	A	A
MN061243.1	Influenza B virus	2019-02-22	Russia	Europe/Asia			Homo sapiens	1850	Voronina,O.L.	ncbi	A.1	A.1
MN061251.1	Influenza B virus	2019-02-22	Russia	Europe/Asia			Homo sapiens	1846	Voronina,O.L.	ncbi	A.3.2	A.3
MN589582.1	Influenza B virus	2019-01-24	Singapore	Asia			Homo sapiens	1758	Virk,R.K., Jayakumar,J., Mendenhall,I.H., Moorthy,M., Lam,P., Linster,M., Lim,J., Lin,C., Oon,L.L., Lee,H.K., Koay,E.S., Vijaykrishna,D., Smith,G.J., Su,Y.C.	ncbi	A	A
MN154134.1	Influenza B virus	2019-04-23	South Korea	Asia			Homo sapiens	1758	Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.	ncbi	A.3.2	A.3
MT803400.1	Influenza B virus	2019-02-12	Thailand	Asia			Homo sapiens	1752	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.2	A.2
MT803411.1	Influenza B virus	2019-03-19	Thailand	Asia			Homo sapiens	1752	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803416.1	Influenza B virus	2019-02-19	Thailand	Asia			Homo sapiens	1752	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803436.1	Influenza B virus	2019-02-09	Thailand	Asia			Homo sapiens	1752	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803404.1	Influenza B virus	2019-12-19	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803441.1	Influenza B virus	2019-12-11	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803429.1	Influenza B virus	2019-12-05	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803407.1	Influenza B virus	2019-11-27	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803424.1	Influenza B virus	2019-11-27	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803403.1	Influenza B virus	2019-11-22	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803409.1	Influenza B virus	2019-11-13	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803420.1	Influenza B virus	2019-10-15	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803440.1	Influenza B virus	2019-09-28	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803431.1	Influenza B virus	2019-09-22	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
PV141657.1	Influenza B virus	2019-12-22	USA	North America			Homo sapiens	1885	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV141985.1	Influenza B virus	2019-12-31	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV144387.1	Influenza B virus	2019-12-31	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV141937.1	Influenza B virus	2019-12-30	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV142049.1	Influenza B virus	2019-12-29	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV141921.1	Influenza B virus	2019-12-28	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV141953.1	Influenza B virus	2019-12-28	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV141969.1	Influenza B virus	2019-12-28	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV142001.1	Influenza B virus	2019-12-28	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV141961.1	Influenza B virus	2019-12-27	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.1	A.1
PV140961.1	Influenza B virus	2019-11-16	USA	North America			Homo sapiens	1883	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3	A.3
MN371721.1	Influenza B virus	2019-06-10	USA	North America			Homo sapiens	1856	Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.	ncbi	A	A
OR240877.1	Influenza B virus	2019-11-16	Uganda	Africa			Homo sapiens	1749	Nyarango,B.K., Makori,T.O., Lambisia,A.W., Mwita,J.M., Murunga,N., Mutunga,M., Githinji,G.L., Nokes,J., Agoti,C.N.	ncbi	A.3.1	A.3
OR240875.1	Influenza B virus	2019-12-01	Uganda	Africa			Homo sapiens	1749	Nyarango,B.K., Makori,T.O., Lambisia,A.W., Mwita,J.M., Murunga,N., Mutunga,M., Githinji,G.L., Nokes,J., Agoti,C.N.	ncbi	A.3.2	A.3
OR240876.1	Influenza B virus	2019-11-28	Uganda	Africa			Homo sapiens	1749	Nyarango,B.K., Makori,T.O., Lambisia,A.W., Mwita,J.M., Murunga,N., Mutunga,M., Githinji,G.L., Nokes,J., Agoti,C.N.	ncbi	A.3.2	A.3
MK742890.1	Influenza B virus	2019-01-23	United Kingdom	Europe			Homo sapiens	1749	Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.	ncbi	A.3	A.3
OQ061240.1	Influenza B virus	2020-04-22	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061257.1	Influenza B virus	2020-04-22	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061258.1	Influenza B virus	2020-04-15	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061322.1	Influenza B virus	2020-03-17	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061353.1	Influenza B virus	2020-03-16	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061406.1	Influenza B virus	2020-02-17	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061459.1	Influenza B virus	2020-02-06	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061460.1	Influenza B virus	2020-02-05	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061462.1	Influenza B virus	2020-01-08	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
OQ061463.1	Influenza B virus	2020-01-02	China	Asia			Homo sapiens	1847	Chen,H.	ncbi	A.3.2	A.3
PX834034.1	Influenza B virus	2020-02-19	Greece	Europe			Homo sapiens	1749	Lauring,A.S., Papalambros,L., Fitzsimmons,W.J., Bendall,E., Hurt,A., Berisha,E., Wildum,S.	ncbi	A.3.2	A.3
PX834041.1	Influenza B virus	2020-01-19	Israel	Asia			Homo sapiens	1749	Lauring,A.S., Papalambros,L., Fitzsimmons,W.J., Bendall,E., Hurt,A., Berisha,E., Wildum,S.	ncbi	A.3.2	A.3
PX834052.1	Influenza B virus	2020-01-25	Israel	Asia			Homo sapiens	1749	Lauring,A.S., Papalambros,L., Fitzsimmons,W.J., Bendall,E., Hurt,A., Berisha,E., Wildum,S.	ncbi	A.3.2	A.3
OQ380848.1	Influenza B virus	2020-12-16	Saudi Arabia	Asia			Homo sapiens	1729	Aziz,I.M., Almajhdi,F.N.	ncbi	A.3	A.3
OQ380849.1	Influenza B virus	2020-12-23	Saudi Arabia	Asia			Homo sapiens	1729	Aziz,I.M., Almajhdi,F.	ncbi	A.3.1	A.3
OQ380850.1	Influenza B virus	2020-12-23	Saudi Arabia	Asia			Homo sapiens	1729	Aziz,I.M., Almajhdi,F.	ncbi	A.3	A.3
OQ380851.1	Influenza B virus	2020-12-23	Saudi Arabia	Asia			Homo sapiens	1729	Aziz,I.M., Almajhdi,F.	ncbi	A	A
MT803401.1	Influenza B virus	2020-02-06	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.1.1	A.3
MT803402.1	Influenza B virus	2020-02-05	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3	A.3
MT803408.1	Influenza B virus	2020-01-31	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803419.1	Influenza B virus	2020-02-05	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803421.1	Influenza B virus	2020-01-25	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
MT803422.1	Influenza B virus	2020-02-07	Thailand	Asia			Homo sapiens	1749	Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Vongpunsawad,S., Poovorawan,Y.	ncbi	A.3.2	A.3
PX834018.1	Influenza B virus	2020-02-18	Turkey	Europe/Asia			Homo sapiens	1749	Lauring,A.S., Papalambros,L., Fitzsimmons,W.J., Bendall,E., Hurt,A., Berisha,E., Wildum,S.	ncbi	A.3.2	A.3
PX834167.1	Influenza B virus	2020-01-22	Turkey	Europe/Asia			Homo sapiens	1749	Lauring,A.S., Papalambros,L., Fitzsimmons,W.J., Bendall,E., Hurt,A., Berisha,E., Wildum,S.	ncbi	A.3	A.3
PX834177.1	Influenza B virus	2020-01-10	Turkey	Europe/Asia			Homo sapiens	1749	Lauring,A.S., Papalambros,L., Fitzsimmons,W.J., Bendall,E., Hurt,A., Berisha,E., Wildum,S.	ncbi	A.3	A.3
PV145315.1	Influenza B virus	2020-02-11	USA	North America			Homo sapiens	1885	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV145587.1	Influenza B virus	2020-02-29	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV145619.1	Influenza B virus	2020-02-29	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV146019.1	Influenza B virus	2020-02-22	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV145387.1	Influenza B virus	2020-02-15	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV145411.1	Influenza B virus	2020-02-15	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
PV145267.1	Influenza B virus	2020-02-12	USA	North America			Homo sapiens	1884	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	ncbi	A.3.2	A.3
